0,0,1,-0.8223991,-0.05410826,-0.05510592,-0.5636446,-0.824236,-0.05945024,-0.06125191,-0.5597756,-0.8292359,-0.07041073,-0.06689684,-0.5503953,-0.8439238,-0.09877446,-0.0811052,-0.5210164,-0.857885,-0.1346574,-0.09789547,-0.4861247,-0.8743566,-0.1661651,-0.1091458,-0.4426928,-0.8938799,-0.1940295,-0.1191387,-0.386183,-0.9069044,-0.2205785,-0.1381267,-0.3313465,-0.9118353,-0.2427438,-0.1544566,-0.2928738,-0.9098119,-0.257064,-0.1699994,-0.2779577,-0.9074994,-0.259128,-0.1741387,-0.2810218,-0.902498,-0.2590319,-0.1712581,-0.2984466,-0.8947653,-0.2521219,-0.1671549,-0.3284643,-0.881448,-0.241818,-0.1630018,-0.3714888,-0.8629723,-0.2309607,-0.1596899,-0.4200418,-0.840039,-0.2167968,-0.1593041,-0.4711218,-0.8208804,-0.1986041,-0.1563729,-0.5121125,-0.7990702,-0.1768443,-0.154143,-0.5535818,-0.7785878,-0.1583621,-0.1517357,-0.5879615,-0.7601956,-0.1398439,-0.148319,-0.6168855,-0.7541126,-0.1245037,-0.1374718,-0.6300114,-0.7527686,-0.1152006,-0.1233669,-0.6362773,-0.7521286,-0.1104476,-0.1186933,-0.6387612,-0.752457,-0.1067688,-0.1174937,-0.6392214,-0.7537781,-0.099224,-0.1104184,-0.6401414,-0.7557758,-0.09065378,-0.1011523,-0.640588,-0.7584487,-0.07839897,-0.08872411,-0.6408877,-0.7609076,-0.06366003,-0.07538053,-0.6413149,-0.7608117,-0.05366647,-0.06585142,-0.6433886,-0.7606709,-0.04706916,-0.0615772,-0.644494
0,1,0,-0.5877186,0.2340735,0.1930644,-0.750015,-0.5840791,0.238434,0.1926214,-0.7515968,-0.5842282,0.2411458,0.1818969,-0.7532859,-0.588415,0.2438178,0.1794469,-0.7497463,-0.5838217,0.2543436,0.205719,-0.743062,-0.5762263,0.2661426,0.2266267,-0.7387636,-0.5439156,0.2892228,0.2767147,-0.7375194,-0.5370608,0.3047113,0.3353127,-0.711535,-0.539364,0.319142,0.3613308,-0.6904165,-0.550604,0.3315144,0.3669611,-0.6725124,-0.5791583,0.3282278,0.3362704,-0.6661565,-0.6020536,0.3344017,0.3023937,-0.6589878,-0.631929,0.3392072,0.2781442,-0.6389366,-0.6579456,0.3413241,0.2607937,-0.6185402,-0.6958374,0.3295521,0.2244463,-0.5973523,-0.7257234,0.3124963,0.1838758,-0.584689,-0.7281014,0.3032596,0.1627597,-0.5927995,-0.7092056,0.3132108,0.1757397,-0.6066647,-0.6956282,0.3146523,0.1694384,-0.6232062,-0.6852215,0.3181723,0.1807111,-0.6297472,-0.6767507,0.3213354,0.1878719,-0.635182,-0.6692551,0.3214824,0.2029849,-0.6383915,-0.6556404,0.3252929,0.2146288,-0.6467261,-0.6396097,0.3272142,0.2142258,-0.6617685,-0.6223908,0.3265601,0.212415,-0.6788726,-0.6011922,0.3246044,0.2205418,-0.6961043,-0.5756403,0.3220103,0.2272573,-0.7164508,-0.5627956,0.3114422,0.2173276,-0.734189,-0.5464485,0.3028294,0.2147393,-0.7507166,-0.5294011,0.3002586,0.217688,-0.7630146
0,1,0,-0.5541731,-0.2641117,-0.3169155,-0.7229812,-0.5411674,-0.2697902,-0.3307872,-0.724521,-0.5466949,-0.2691617,-0.3336046,-0.7192945,-0.5588409,-0.2736999,-0.3327865,-0.7085466,-0.5689806,-0.2778919,-0.326254,-0.7018514,-0.5858447,-0.2882692,-0.3101269,-0.6910197,-0.593698,-0.2825471,-0.2959288,-0.692904,-0.5958232,-0.2709287,-0.2768674,-0.7035174,-0.581009,-0.2532279,-0.2665471,-0.7261246,-0.5594022,-0.2310785,-0.256938,-0.7534287,-0.537855,-0.207026,-0.2540021,-0.7767465,-0.5238489,-0.1982071,-0.2624767,-0.7857495,-0.5225849,-0.2012663,-0.2726729,-0.782334,-0.5380661,-0.2130652,-0.2749529,-0.7677817,-0.560936,-0.2272812,-0.2722083,-0.748062,-0.588062,-0.244295,-0.2669628,-0.723349,-0.5995699,-0.2576714,-0.2668757,-0.7091535,-0.6005374,-0.2615048,-0.2662147,-0.7071773,-0.58832,-0.257292,-0.2764823,-0.715009,-0.567807,-0.255807,-0.2934156,-0.7253036,-0.5577916,-0.2616715,-0.3086406,-0.7246637,-0.5537922,-0.2719275,-0.3216295,-0.7182786,-0.5519937,-0.2728632,-0.3272948,-0.7167473,-0.559289,-0.2767741,-0.3235907,-0.7112531,-0.5670978,-0.277823,-0.3164847,-0.7078502,-0.5825908,-0.2751509,-0.3010056,-0.7030473,-0.5863613,-0.2610848,-0.2806193,-0.7136301,-0.5761685,-0.2386526,-0.2649889,-0.7354289,-0.5584046,-0.21495,-0.2563103,-0.7591349,-0.5305509,-0.2028849,-0.265462,-0.7790272
1,0,0,-0.6715006,-0.7328036,-0.06335546,-0.0898439,-0.6689691,-0.7397287,-0.03234445,-0.06508081,-0.6660333,-0.7450802,-0.0004468709,-0.0354227,0.6654451,0.7462512,-0.01485613,0.008443084,0.6654741,0.7459604,-0.02531933,-0.0067905,0.6615264,0.7496725,-0.01886117,0.004277982,-0.6621024,-0.748668,-0.0001092497,-0.03341544,-0.6635617,-0.7448215,-0.02452847,-0.06576595,-0.6650944,-0.7396204,-0.05009451,-0.09000903,-0.6670698,-0.7362345,-0.06343494,-0.09461816,-0.6638765,-0.7420999,-0.04656998,-0.0799189,-0.6612623,-0.7476481,-0.01943013,-0.05811056,-0.6589007,-0.7518445,0.01090413,-0.02146727,0.6561078,0.753978,-0.03193275,0.004480223,0.6546085,0.7556054,-0.02340859,0.0003557112,-0.6552232,-0.7551349,0.003597534,-0.02099844,-0.6571501,-0.7523686,-0.0204585,-0.04094663,-0.6583243,-0.7476192,-0.05109975,-0.07115693,-0.6574938,-0.7440768,-0.07095207,-0.0949594,-0.6578807,-0.7441884,-0.06614919,-0.09487298,-0.656378,-0.7504449,-0.03924347,-0.06678554,-0.6544807,-0.7547112,-0.01041399,-0.04424517,-0.6543798,-0.7555598,0.0009927433,-0.03025705,0.6561175,0.7545311,-0.01242474,0.006181227,-0.6523266,-0.7577972,-0.0001654951,-0.01460854,-0.6528926,-0.7561411,-0.02150328,-0.03898154,-0.6552334,-0.7518387,-0.03931407,-0.06214626,-0.6584815,-0.7452185,-0.05469353,-0.0897779,-0.6598743,-0.7412102,-0.06242443,-0.1061907,-0.6567097,-0.7459846,-0.05486146,-0.09606998
0,0,1,-0.4376414,-0.2969003,-0.4851899,-0.6963555,-0.4418808,-0.2925098,-0.4835091,-0.6967053,-0.4454259,-0.2860257,-0.4791334,-0.7001545,-0.4481306,-0.2811014,-0.478717,-0.7007076,-0.4507962,-0.2763423,-0.4766605,-0.7022908,-0.4522772,-0.2736369,-0.4741256,-0.7041115,-0.4542471,-0.2717673,-0.4694052,-0.7067255,-0.4555936,-0.2716943,-0.4672997,-0.7072818,-0.4579067,-0.2731742,-0.4647216,-0.7069167,-0.4584587,-0.2753788,-0.4618475,-0.7075868,-0.4569134,-0.2786741,-0.4634351,-0.7062567,-0.4570629,-0.2782587,-0.4592615,-0.7090447,-0.4597545,-0.2734221,-0.4530535,-0.7131681,-0.4648885,-0.2661037,-0.445441,-0.7173909,-0.4730545,-0.2565078,-0.4339535,-0.7225701,-0.4780875,-0.2487611,-0.4258529,-0.7267734,-0.4776296,-0.2440218,-0.4203816,-0.7318488,-0.4695385,-0.2463878,-0.4171462,-0.7381164,-0.4592344,-0.2499267,-0.4138131,-0.745251,-0.4544686,-0.2516887,-0.4039742,-0.7529382,-0.4570501,-0.2511156,-0.3905861,-0.7586097,-0.4615525,-0.2462047,-0.3763145,-0.7646828,-0.4680713,-0.2369846,-0.360823,-0.7710735,-0.4713198,-0.2258703,-0.3479016,-0.7783346,-0.4741009,-0.2143415,-0.3356836,-0.7852404,-0.4789638,-0.1985685,-0.3112961,-0.7964038,-0.4872497,-0.1830788,-0.2956705,-0.8010298,-0.4897583,-0.1722016,-0.2869839,-0.8050612,-0.4962953,-0.1639333,-0.2804759,-0.8050777,-0.4970616,-0.1589334,-0.2776412,-0.8065887
0,1,0,-0.1579818,-0.8145922,-0.5238236,-0.192588,-0.1589153,-0.8143915,-0.523994,-0.1922049,-0.159037,-0.8143733,-0.524581,-0.1905737,-0.1567191,-0.8150694,-0.524384,-0.190059,-0.1638257,-0.814886,-0.5209883,-0.1941473,-0.163326,-0.8143064,-0.5218715,-0.1946273,-0.1691562,-0.8113846,-0.5238665,-0.1964817,-0.1760621,-0.8086377,-0.5252659,-0.197997,-0.1835786,-0.8081119,-0.5225028,-0.2006111,-0.1937874,-0.8034096,-0.5232794,-0.207745,-0.1868898,-0.7990748,-0.5287122,-0.2168298,-0.180721,-0.7903347,-0.5406888,-0.224425,-0.1848013,-0.7791964,-0.5507686,-0.2352774,-0.1901748,-0.7659409,-0.562901,-0.2455821,-0.1912623,-0.7561002,-0.5698124,-0.2589307,-0.2006957,-0.743484,-0.5772295,-0.2715859,-0.1204558,-0.7274466,-0.6244349,-0.2576682,-0.09308639,-0.6918603,-0.6732993,-0.2435824,-0.07505026,-0.6617006,-0.7102094,-0.2283031,-0.06770179,-0.6435499,-0.7312268,-0.2157947,-0.08862156,-0.626547,-0.7443261,-0.2134565,-0.06240198,-0.6071676,-0.7625829,-0.2142913,-0.05724558,-0.6090657,-0.757362,-0.2283957,-0.04650345,-0.6407052,-0.7256312,-0.2465637,0.0126164,-0.642791,-0.7345166,-0.2171309,-0.01721358,-0.6609459,-0.7172855,-0.2198994,-0.06195536,-0.6966572,-0.678288,-0.2252901,-0.08095202,-0.7334979,-0.6382503,-0.2192358,-0.1027236,-0.7695091,-0.5941257,-0.2105189,-0.138232,-0.7981613,-0.5488927,-0.2062699
0,0,1,0.1116729,-0.0695079,0.7668508,0.628202,0.1127431,-0.06998945,0.7675581,0.6270925,0.1134023,-0.06967985,0.7686138,0.6257136,0.112236,-0.06827714,0.7688841,0.6257464,0.1097787,-0.06720265,0.7674114,0.6281021,0.1084833,-0.06562452,0.7678169,0.6279984,0.1080271,-0.06653452,0.7674213,0.6284647,0.1084154,-0.0661507,0.7670791,0.6288559,0.1074674,-0.06729409,0.7670396,0.6289455,0.1088516,-0.06965318,0.7667836,0.6287628,0.1140925,-0.07291745,0.7662476,0.6281167,0.1177507,-0.07229156,0.765533,0.6283851,0.1170328,-0.0701239,0.7662961,0.6278346,0.1179747,-0.06918837,0.7676743,0.6260759,0.1198121,-0.07024969,0.7668648,0.6266006,0.1176082,-0.07141283,0.7657267,0.6282762,0.1168719,-0.07047948,0.7655979,0.6286759,0.1166053,-0.0701315,0.7662769,0.6279367,0.1158429,-0.07051456,0.7659021,0.6284919,0.1152301,-0.06963474,0.7664617,0.6280203,0.1160933,-0.06732392,0.767107,0.6273251,0.1187745,-0.06450238,0.7682568,0.6257105,0.118259,-0.06577812,0.7667231,0.6275538,0.1157968,-0.07076003,0.766646,0.6275651,0.1167077,-0.07185405,0.7667525,0.6271419,0.1144601,-0.07146737,0.7664494,0.6279703,0.1115062,-0.07326917,0.7663543,0.62841,0.1119599,-0.07307541,0.7661985,0.6285418,0.1108896,-0.07232463,0.7663695,0.6286099,0.1097387,-0.07378054,0.7667385,0.6281926
0,1,0,-0.4850032,0.2859622,0.2930928,-0.7727187,-0.4802918,0.2722121,0.2852889,-0.7834734,-0.4767745,0.2677144,0.2737024,-0.7912661,-0.4786623,0.2604448,0.2573865,-0.7979994,-0.4799688,0.2556839,0.2476407,-0.801829,-0.4778953,0.2558168,0.2469818,-0.8032271,-0.4750392,0.2579124,0.2565005,-0.8012655,-0.469959,0.2654385,0.2769387,-0.7949754,-0.4656661,0.273866,0.2929944,-0.7888643,-0.4606073,0.2856327,0.3124175,-0.7801604,-0.4534722,0.3003122,0.3324041,-0.7705083,-0.4559819,0.3086919,0.3516205,-0.7570686,-0.4566216,0.3313411,0.3673485,-0.7394354,-0.4614052,0.3455685,0.3776687,-0.7246061,-0.476992,0.3633089,0.3801197,-0.7042687,-0.4911679,0.3826819,0.389754,-0.6785281,-0.5051774,0.4025821,0.3869907,-0.6579982,-0.5375165,0.4039545,0.3599945,-0.6467618,-0.6137029,0.3719058,0.2694262,-0.6422338,-0.6763521,0.3437997,0.2151787,-0.6148558,-0.7242814,0.3143071,0.1619751,-0.5919387,-0.7466349,0.3031678,0.1426592,-0.5746946,-0.7628496,0.2810483,0.07583618,-0.5773398,-0.7320066,0.3107312,0.1982111,-0.5729963,-0.7095721,0.3023916,0.1585183,-0.6163915,-0.6963823,0.3006161,0.1671267,-0.6298811,-0.6710757,0.3042952,0.1848292,-0.6503077,-0.634796,0.3156326,0.2177177,-0.6708271,-0.6045181,0.3199593,0.2507945,-0.6850445,-0.5842481,0.3144753,0.258324,-0.7021596
0,1,0,0.4110922,-0.4848326,-0.6234033,0.4553118,0.4247147,-0.4909122,-0.6169966,0.4449019,0.4329327,-0.4971878,-0.6110256,0.4382023,0.4349396,-0.5075071,-0.6073769,0.4293684,0.4348957,-0.5087436,-0.6044253,0.4321062,0.4234352,-0.5065549,-0.6097172,0.4385769,0.414604,-0.5021672,-0.6133876,0.4468637,0.4143908,-0.5011706,-0.6112505,0.451089,0.4148163,-0.5169326,-0.602639,0.4444483,0.4145806,-0.5276929,-0.5971395,0.4394172,0.4241554,-0.5393028,-0.5880039,0.4283643,0.4460284,-0.5533572,-0.5688865,0.4137906,0.4663319,-0.5481051,-0.5556046,0.4164359,0.4694511,-0.5342963,-0.5553154,0.4310078,0.456938,-0.5172061,-0.5673075,0.4492969,0.4414634,-0.5039905,-0.5817547,0.4611561,0.424002,-0.4986441,-0.5955654,0.4657019,0.4139473,-0.4885752,-0.6075702,0.4698939,0.4102478,-0.4811672,-0.6150035,0.4711109,0.4138202,-0.4718255,-0.6145816,0.4779361,0.4229255,-0.4782422,-0.6130433,0.465399,0.4294161,-0.4924686,-0.6098547,0.4485016,0.4393545,-0.5130847,-0.5999313,0.4287123,0.4498472,-0.5286443,-0.5889102,0.4139535,0.4489739,-0.5254691,-0.5871684,0.4213525,0.4348221,-0.5050414,-0.5996215,0.4430766,0.4203423,-0.4895409,-0.6114889,0.4579774,0.4073791,-0.4825276,-0.6185746,0.4675199,0.399304,-0.479083,-0.6206661,0.475194,0.4017123,-0.4931399,-0.6117015,0.4703844
0,1,0,-0.4684839,0.4377423,0.5384683,-0.5467691,-0.4598864,0.426248,0.5493184,-0.5523283,-0.4571548,0.4209572,0.5532753,-0.5546989,0.458077,-0.4180734,-0.5570158,0.5523707,0.4606903,-0.4186451,-0.5567802,0.5499968,0.4633636,-0.4209556,-0.5561787,0.5465854,0.4687793,-0.4330672,-0.5508531,0.5378286,0.4673272,-0.4338344,-0.5493174,0.5400401,0.4592685,-0.4181189,-0.5574313,0.5509259,0.4462831,-0.4046655,-0.5672321,0.5615379,0.4314654,-0.4019676,-0.5744985,0.5676364,0.4229844,-0.4087584,-0.5774742,0.5661486,0.4307354,-0.4203683,-0.5724744,0.5568038,0.4533418,-0.4396795,-0.5540712,0.5423728,-0.4797967,0.4505999,0.5292642,-0.5353823,-0.4814813,0.4508496,0.5254512,-0.5374116,-0.4757414,0.4444959,0.5298803,-0.5434339,-0.4619907,0.4338443,0.5417509,-0.5521319,-0.4469545,0.4277633,0.5545036,-0.5565752,-0.4432524,0.4187495,0.560263,-0.5606082,0.4434583,-0.4160983,-0.5641703,0.558497,0.4504147,-0.4132872,-0.5656313,0.5535174,0.4591002,-0.4136094,-0.560304,0.5515557,0.477358,-0.4147801,-0.5488253,0.546697,0.4769866,-0.4247321,-0.5472397,0.5409391,0.4700867,-0.4198144,-0.5507281,0.5472412,0.4597704,-0.4119377,-0.5593606,0.5532035,0.4421757,-0.4001615,-0.5717618,0.5634181,0.4323897,-0.3925793,-0.5764226,0.5715398,0.4291956,-0.3986804,-0.5751709,0.5709847
